apprehension_date,apprehension_state,apprehension_aor,final_program,final_program_group,apprehension_method,apprehension_criminality,case_status,case_category,departed_date,departure_country,final_order_yes_no,final_order_date,birth_year,citizenship_country,gender,apprehension_site_landmark,unique_identifier,apprehension_date_time,duplicate_likely,file_original,sheet_original,row_original
2025-06-27,NEW YORK,New York City Area of Responsibility,Fugitive Operations,ICE,Located,1 Convicted Criminal,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,1990,VENEZUELA,Male,"CIP GENERAL AREA, NON-SPECIFIC",3e9c09ab9ec1efe98d09d8175e7bacc4de7b5cb2,2025-06-27 19:00:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,90807
2025-06-27,NEW YORK,New York City Area of Responsibility,Fugitive Operations,ICE,Located,1 Convicted Criminal,ACTIVE,[8C] Excludable / Inadmissible - Administrative Final Order Issued,,,YES,2025-10-03,1979,EL SALVADOR,Male,"CIP GENERAL AREA, NON-SPECIFIC",89ca92e91d98c06924d51beb555ccafb32eea744,2025-06-27 19:08:28 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,200035
2025-06-27,NEW YORK,New York City Area of Responsibility,Non-Detained Docket Control,ICE,Other efforts,3 Other Immigration Violator,0-Withdrawal Permitted - I-275 Issued,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-08-07,ECUADOR,YES,2025-07-24,1991,ECUADOR,Male,"NDD - 26 FEDERAL PLAZA NY, NY",577907254c08d3a5d4e495fe6013cb2303ac6eee,2025-06-27 19:37:27 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,126999
2025-06-27,NEW YORK,New York City Area of Responsibility,Non-Detained Docket Control,ICE,Other efforts,3 Other Immigration Violator,3-Voluntary Departure Confirmed,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-09-19,ECUADOR,NO,,1996,ECUADOR,Male,"NDD - 26 FEDERAL PLAZA NY, NY",8baca91ec143b3e80d8c349e8024c42575128585,2025-06-27 21:59:26 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,202767
2025-06-28,NEW YORK,New York City Area of Responsibility,Fugitive Operations,ICE,Located,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-08-18,HONDURAS,YES,2019-02-25,1973,HONDURAS,Male,"CIP GENERAL AREA, NON-SPECIFIC",a87deca212d108e17b2e695d22ca7b0e7bad87a1,2025-06-28 06:45:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,244692
2025-06-28,NEW YORK,New York City Area of Responsibility,Fugitive Operations,ICE,Located,3 Other Immigration Violator,8-Excluded/Removed - Inadmissibility,[16] Reinstated Final Order,2025-07-25,EL SALVADOR,YES,2000-08-25,1973,EL SALVADOR,Male,"CIP GENERAL AREA, NON-SPECIFIC",a4e1d1c9616b687d176f86b6a4e8e34d7fd089e9,2025-06-28 07:05:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,239443
2025-06-28,NEW YORK,New York City Area of Responsibility,Fugitive Operations,ICE,Located,2 Pending Criminal Charges,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,1990,EL SALVADOR,Male,"CIP GENERAL AREA, NON-SPECIFIC",8b4fa3ca6658895abe427252158bd09321f7a3c6,2025-06-28 07:49:33 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,202214
2025-06-28,NEW YORK,Buffalo Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,3 Other Immigration Violator,3-Voluntary Departure Confirmed,[8A] Excludable / Inadmissible - Hearing Not Commenced,2025-07-19,MEXICO,NO,,1990,MEXICO,Male,SARATOGA COUNTY,bf9e4c18aadad0ab1c569a2912186e5486e841e7,2025-06-28 08:32:38 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,278470
2025-06-28,NEW YORK,Buffalo Area of Responsibility,ERO Criminal Alien Program,ICE,Non-Custodial Arrest,3 Other Immigration Violator,8-Excluded/Removed - Inadmissibility,[8F] Expedited Removal,2025-07-04,MEXICO,YES,2025-06-28,1995,MEXICO,Male,SARATOGA COUNTY,15f751d0e4a9d8e4608f088f06dd4905ac2a8887,2025-06-28 08:36:12 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,31936
2025-06-28,NEW YORK,Buffalo Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,3 Other Immigration Violator,3-Voluntary Departure Confirmed,[8B] Excludable / Inadmissible - Under Adjudication by IJ,2025-09-19,ECUADOR,NO,,1987,ECUADOR,Male,ERIE COUNTY,e44eab5d7ce63c49fe1f66863f4b04745a8fe35c,2025-06-28 08:44:18 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,331557
2025-06-28,NEW YORK,Buffalo Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,3 Other Immigration Violator,E-Charging Document Canceled by ICE,[2A] Deportable - Under Adjudication by IJ,,,NO,,2006,MEXICO,Male,SARATOGA COUNTY,ccb9549768fbaa66a53fc79fb453708664157701,2025-06-28 08:57:28 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,297370
2025-06-28,NEW YORK,Buffalo Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,2 Pending Criminal Charges,ACTIVE,[16] Reinstated Final Order,,,YES,2011-03-14,1983,MEXICO,Male,ONONDAGA COUNTY JAIL,574056457871c6ee7af2ba755d4c51240c3365fd,2025-06-28 09:20:18 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,126697
2025-06-28,NEW YORK,Buffalo Area of Responsibility,ERO Criminal Alien Program,ICE,Non-Custodial Arrest,3 Other Immigration Violator,3-Voluntary Departure Confirmed,[8B] Excludable / Inadmissible - Under Adjudication by IJ,2025-07-19,MEXICO,NO,,1990,MEXICO,Male,SARATOGA COUNTY,607d11f92f33ade2cf719c1e927f0f2005efce9c,2025-06-28 10:22:03 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,139941
2025-06-28,NEW YORK,New York City Area of Responsibility,Fugitive Operations,ICE,Located,3 Other Immigration Violator,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-08-22,HONDURAS,YES,2025-08-18,1997,HONDURAS,Male,"CIP GENERAL AREA, NON-SPECIFIC",f74ae81b543e3e2796240256e898c8340a328f4a,2025-06-28 11:11:44 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,358853
2025-06-28,NEW YORK,New York City Area of Responsibility,Fugitive Operations,ICE,Located,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-08-12,ECUADOR,YES,2025-07-30,1978,ECUADOR,Male,"CIP GENERAL AREA, NON-SPECIFIC",360629bdf7869033872f97c90231db9f8abd1b12,2025-06-28 17:05:36 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,78464
2025-06-29,NEW YORK,Buffalo Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,3 Other Immigration Violator,3-Voluntary Departure Confirmed,[1A] Voluntary Departure - Un-Expired and Un-Extended Departure Period,2025-07-14,MEXICO,NO,,1995,MEXICO,Male,ALBANY COUNTY,23962d815f15858ddc622e75596c038d3f13b326,2025-06-29 08:35:08 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,51664
2025-06-29,NEW YORK,Buffalo Area of Responsibility,ERO Criminal Alien Program,ICE,Located,3 Other Immigration Violator,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-07-04,GUATEMALA,YES,2025-02-10,2000,GUATEMALA,Male,ALBANY COUNTY,8454ef5f0b197d9f58de33635968651d7e6654be,2025-06-29 08:35:46 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,192017
2025-06-29,NEW YORK,Buffalo Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,3 Other Immigration Violator,3-Voluntary Departure Confirmed,[1A] Voluntary Departure - Un-Expired and Un-Extended Departure Period,2025-07-19,MEXICO,NO,,1999,MEXICO,Male,ALBANY COUNTY,c775a47b29e817101736d0c825037ee15c019171,2025-06-29 08:38:53 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,289786
2025-06-29,NEW YORK,New York City Area of Responsibility,Fugitive Operations,ICE,Located,1 Convicted Criminal,6-Deported/Removed - Deportability,[3] Deportable - Administratively Final Order,2025-08-19,GUATEMALA,YES,2025-08-13,1981,GUATEMALA,Male,"NBG GENERAL AREA, NON-SPECIFIC",db51b77de795e78a73da79c08a0ea73881b30551,2025-06-29 09:28:15 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,318581
2025-06-29,NEW YORK,New York City Area of Responsibility,Non-Detained Docket Control,ICE,Non-Custodial Arrest,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-07-05,MEXICO,YES,2019-02-05,1981,MEXICO,Male,"NDD - 26 FEDERAL PLAZA NY, NY",5f06756197bbc8db4a3b9ad975cca5aa178de7a8,2025-06-29 10:11:57 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,137881
2025-06-29,NEW YORK,Buffalo Area of Responsibility,ERO Criminal Alien Program,ICE,Non-Custodial Arrest,3 Other Immigration Violator,3-Voluntary Departure Confirmed,[8A] Excludable / Inadmissible - Hearing Not Commenced,2025-07-13,GUATEMALA,NO,,2000,GUATEMALA,Male,ALBANY COUNTY,a5abb6727bc72bfffedbd2fc713693bdb28f56b9,2025-06-29 10:45:31 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,240635
2025-06-30,NEW YORK,New York City Area of Responsibility,Fugitive Operations,ICE,Located,3 Other Immigration Violator,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-08-29,EL SALVADOR,YES,2006-06-21,1987,EL SALVADOR,Male,"CIP GENERAL AREA, NON-SPECIFIC",6b7a43af89f78c8b03179ece5eaeb9d07ca4a355,2025-06-30 05:55:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,155765
2025-06-30,NEW YORK,Buffalo Area of Responsibility,ERO Criminal Alien Program,ICE,Non-Custodial Arrest,3 Other Immigration Violator,3-Voluntary Departure Confirmed,[8A] Excludable / Inadmissible - Hearing Not Commenced,2025-07-21,MEXICO,NO,,1994,MEXICO,Male,MONROE COUNTY,4c440ee43cb3b0e68b5860aa723909a3b241b1f8,2025-06-30 06:40:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,110786
2025-06-30,NEW YORK,Buffalo Area of Responsibility,ERO Criminal Alien Program,ICE,Non-Custodial Arrest,3 Other Immigration Violator,8-Excluded/Removed - Inadmissibility,[8F] Expedited Removal,2025-07-18,MEXICO,YES,2025-07-08,2003,MEXICO,Female,MONROE COUNTY,741875f00d0613365deb7a3a77d32cd343ebae07,2025-06-30 06:40:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,168392
2025-06-30,NEW YORK,New York City Area of Responsibility,Fugitive Operations,ICE,Located,1 Convicted Criminal,6-Deported/Removed - Deportability,[3] Deportable - Administratively Final Order,2025-08-25,INDIA,YES,2022-08-30,1984,INDIA,Male,FUGITIVE OPERATIONS NY STATE,fc60d99fffa119a299726ecd3861c660b9d96015,2025-06-30 06:55:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,366377
2025-06-30,NEW YORK,Buffalo Area of Responsibility,ERO Criminal Alien Program,ICE,CAP State Incarceration,1 Convicted Criminal,ACTIVE,[8C] Excludable / Inadmissible - Administrative Final Order Issued,,,YES,2007-03-26,1981,DOMINICAN REPUBLIC,Male,WENDE CORRECTIONAL FACILITY,32ec21b299639c07cfbfb31961fccaac88c933a4,2025-06-30 06:57:09 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,73953
2025-06-30,NEW YORK,Buffalo Area of Responsibility,ERO Criminal Alien Program,ICE,CAP State Incarceration,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-07-04,MEXICO,YES,2012-09-12,1983,MEXICO,Male,WENDE CORRECTIONAL FACILITY,f02f526d789d7fa02a1f7197af4f434eadf31586,2025-06-30 07:02:39 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,348722
2025-06-30,NEW YORK,New York City Area of Responsibility,Fugitive Operations,ICE,Located,3 Other Immigration Violator,3-Voluntary Departure Confirmed,[1A] Voluntary Departure - Un-Expired and Un-Extended Departure Period,2025-07-11,MEXICO,NO,,2003,MEXICO,Male,"CIP GENERAL AREA, NON-SPECIFIC",d87f431ead936614b4bade9a8b38e5562fafb8fe,2025-06-30 07:55:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,314493
2025-06-30,NEW YORK,Buffalo Area of Responsibility,Fugitive Operations,ICE,Located,3 Other Immigration Violator,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-07-04,GUATEMALA,YES,2022-03-22,2003,GUATEMALA,Male,ALBANY COUNTY,eb7559b1a6d12f0acd5ba9dfaea958f1e439a397,2025-06-30 08:10:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,341909
2025-06-30,NEW YORK,New York City Area of Responsibility,Detained Docket Control,ICE,Other efforts,3 Other Immigration Violator,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-08-14,PERU,YES,2025-07-31,1977,PERU,Male,"NDD - 26 FEDERAL PLAZA NY, NY",5ecc5c5053a8e0b407a7d18cfb57eaa9f2427b51,2025-06-30 08:15:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,137576
2025-06-30,NEW YORK,Buffalo Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,3 Other Immigration Violator,3-Voluntary Departure Confirmed,[8A] Excludable / Inadmissible - Hearing Not Commenced,2025-07-19,MEXICO,NO,,1994,MEXICO,Male,MONROE COUNTY,bba42ad4ea21709f2a3cd1ef547042cc55c0ebea,2025-06-30 08:35:27 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,272628
2025-06-30,NEW YORK,Buffalo Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,3 Other Immigration Violator,3-Voluntary Departure Confirmed,[8B] Excludable / Inadmissible - Under Adjudication by IJ,2025-08-19,ECUADOR,NO,,1987,ECUADOR,Male,ERIE COUNTY,746d8af7cc593a8c8fc431557ddac2e0b3dee48b,2025-06-30 09:16:07 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,168929
2025-06-30,NEW YORK,New York City Area of Responsibility,Fugitive Operations,ICE,Located,3 Other Immigration Violator,3-Voluntary Departure Confirmed,[1A] Voluntary Departure - Un-Expired and Un-Extended Departure Period,2025-07-26,MEXICO,NO,,1971,MEXICO,Male,"CIP GENERAL AREA, NON-SPECIFIC",37fdac62d604f6060537352dbb73f100e44200ff,2025-06-30 10:05:54 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,81306
2025-06-30,NEW YORK,Buffalo Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,3 Other Immigration Violator,3-Voluntary Departure Confirmed,[1A] Voluntary Departure - Un-Expired and Un-Extended Departure Period,2025-07-19,MEXICO,NO,,1986,MEXICO,Male,SARATOGA COUNTY,6785e743c7d2a294d29a037eac7f43128c87aaa1,2025-06-30 10:15:19 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,150074
2025-06-30,NEW YORK,New York City Area of Responsibility,Non-Detained Docket Control,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,1991,NICARAGUA,Male,"NDD - 26 FEDERAL PLAZA NY, NY",1ed0f79df4f0072d1e18e97c3d486af7d6312d6a,2025-06-30 10:16:38 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,44821
2025-06-30,NEW YORK,Buffalo Area of Responsibility,ERO Criminal Alien Program,ICE,Non-Custodial Arrest,3 Other Immigration Violator,3-Voluntary Departure Confirmed,[1A] Voluntary Departure - Un-Expired and Un-Extended Departure Period,2025-07-04,MEXICO,NO,,1969,MEXICO,Male,TIOGA COUNTY,2edc66c20e39b0b16da57cbf616ea5ac79c9ee18,2025-06-30 10:28:28 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,67945
2025-06-30,NEW YORK,Buffalo Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,3 Other Immigration Violator,3-Voluntary Departure Confirmed,[1A] Voluntary Departure - Un-Expired and Un-Extended Departure Period,2025-07-04,GUATEMALA,NO,,1990,GUATEMALA,Male,ONONDAGA COUNTY,7f4112f407130a902e3e92132ff3d2948689e7cb,2025-06-30 10:36:38 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,184737
2025-06-30,NEW YORK,New York City Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,1 Convicted Criminal,ACTIVE,[2A] Deportable - Under Adjudication by IJ,,,NO,,1984,MEXICO,Male,"CIP GENERAL AREA, NON-SPECIFIC",1c56e73cb1779b7d8a2de6d3263a3a899a8eed30,2025-06-30 10:50:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,41294
2025-06-30,NEW YORK,Buffalo Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,2004,ECUADOR,Male,SARATOGA COUNTY,5706c490d69b2817c62ae5ddf2063cf1ace36381,2025-06-30 10:54:10 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,126372
2025-06-30,NEW YORK,Buffalo Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,3 Other Immigration Violator,3-Voluntary Departure Confirmed,[1A] Voluntary Departure - Un-Expired and Un-Extended Departure Period,2025-07-04,GUATEMALA,NO,,1993,GUATEMALA,Male,TIOGA COUNTY,170a81669c263d297f14731487b7c77d15794d00,2025-06-30 11:07:35 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,33580
2025-06-30,NEW YORK,Buffalo Area of Responsibility,ERO Criminal Alien Program,ICE,Non-Custodial Arrest,3 Other Immigration Violator,8-Excluded/Removed - Inadmissibility,[8F] Expedited Removal,2025-07-04,MEXICO,YES,2025-06-30,1986,MEXICO,Male,SARATOGA COUNTY,990da2cdc55a31ae6285389dbdf2cca049f2d4e3,2025-06-30 11:21:13 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,222135
2025-06-30,NEW YORK,New York City Area of Responsibility,Non-Detained Docket Control,ICE,Located,1 Convicted Criminal,ACTIVE,[8C] Excludable / Inadmissible - Administrative Final Order Issued,,,YES,2018-10-31,1980,"CHINA, PEOPLES REPUBLIC OF",Male,ATD NY STATE,dd65cc5cce96735cb2b4c9906731d7c9e1a45e72,2025-06-30 11:31:08 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,321650
2025-06-30,NEW YORK,New York City Area of Responsibility,ERO Criminal Alien Program,ICE,CAP Federal Incarceration,2 Pending Criminal Charges,3-Voluntary Departure Confirmed,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-08-12,ECUADOR,NO,,1994,ECUADOR,Male,"NDD - 26 FEDERAL PLAZA NY, NY",846de8cc196ebb698226a8e2e76d0838a6c509fe,2025-06-30 11:40:47 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,192157
2025-06-30,NEW YORK,New York City Area of Responsibility,ERO Criminal Alien Program,ICE,CAP Federal Incarceration,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-09-22,ECUADOR,YES,2025-09-10,2004,ECUADOR,Male,BOP BROOKLYN,568421aee7225069734d5f211929bc488baefd6a,2025-06-30 11:52:44 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,125684
2025-06-30,NEW YORK,Buffalo Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,3 Other Immigration Violator,8-Excluded/Removed - Inadmissibility,[16] Reinstated Final Order,2025-07-10,GUATEMALA,YES,2024-06-02,1990,GUATEMALA,Female,ONONDAGA COUNTY,bdde84c182db25ddec2c79811a981898e07da81b,2025-06-30 12:15:55 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,275848
2025-06-30,NEW YORK,New York City Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,1 Convicted Criminal,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,1978,EL SALVADOR,Male,"CIP GENERAL AREA, NON-SPECIFIC",f5ccc2815d54d52a122d5c4f08ef57d8d8ac154b,2025-06-30 12:37:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,356732
2025-06-30,NEW YORK,New York City Area of Responsibility,Non-Detained Docket Control,ICE,Located,3 Other Immigration Violator,8-Excluded/Removed - Inadmissibility,[8G] Expedited Removal - Credible Fear Referral,2025-08-05,ECUADOR,YES,2025-07-23,1984,ECUADOR,Male,"NDD - 26 FEDERAL PLAZA NY, NY",7c5f51d4eb8fd014daf545b8d6e72571b5942564,2025-06-30 12:44:38 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,180549
2025-06-30,NEW YORK,Newark Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,3 Other Immigration Violator,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-08-27,MEXICO,YES,2025-08-21,1993,MEXICO,Male,ICE ERO NEWARK,df011be037749611e40d25fa1dc72082792c1a9d,2025-06-30 13:06:09 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,323955
2025-06-30,NEW YORK,Buffalo Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[16] Reinstated Final Order,,,YES,2024-07-29,2001,MEXICO,Female,SARATOGA COUNTY,65a11b998f3c6fd2211bd23481b58bff1d88def8,2025-06-30 13:30:21 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,147338
2025-06-30,NEW YORK,New York City Area of Responsibility,Non-Detained Docket Control,ICE,Non-Custodial Arrest,3 Other Immigration Violator,3-Voluntary Departure Confirmed,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-10-10,JAPAN,NO,,1977,"CHINA, PEOPLES REPUBLIC OF",Female,"NDD - 26 FEDERAL PLAZA NY, NY",a945442a7615f6fe48cd43380674a679cbcd2881,2025-06-30 13:31:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,245810
2025-06-30,NEW YORK,New York City Area of Responsibility,Non-Detained Docket Control,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8C] Excludable / Inadmissible - Administrative Final Order Issued,,,YES,2025-10-07,1980,RUSSIA,Male,"NDD - 26 FEDERAL PLAZA NY, NY",3072cf2c2706389276a43bdae8ec0193fc72cd25,2025-06-30 13:34:38 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,70262
